# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'branch-instructions'
# Event count (approx.): 4576285169
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ..........................  ..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  test     [kernel.kallsyms]             [k] rb_insert_color
     0.00%  test     [kernel.kallsyms]             [k] prepare_task_switch
     0.00%  test     test                          [.] operator new(unsigned long, void*)
     0.00%  test     test                          [.] std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda()#3} ()>, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >::~allocator()
     0.00%  test     [kernel.kallsyms]             [k] perf_ctx_disable
     0.00%  test     [kernel.kallsyms]             [k] can_migrate_task
     0.00%  test     [kernel.kallsyms]             [k] __mem_cgroup_threshold
     0.00%  test     [kernel.kallsyms]             [k] idle_cpu
     0.00%  test     test                          [.] std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
     0.00%  test     [kernel.kallsyms]             [k] asm_sysvec_apic_timer_interrupt
     0.00%  test     test                          [.] std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::empty() const
     0.00%  test     test                          [.] std::__future_base::_State_baseV2::_M_set_result(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>, bool)
     0.00%  test     test                          [.] std::once_flag::_Prepare_execution::~_Prepare_execution()
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d559
     0.00%  test     test                          [.] std::unique_lock<std::mutex>::unique_lock(std::mutex&)
     0.00%  test     [kernel.kallsyms]             [k] __sysvec_apic_timer_interrupt
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007e20
     0.00%  test     libc.so.6                     [.] pthread_mutex_unlock@@GLIBC_2.2.5
     0.00%  test     test                          [.] bool* std::__addressof<bool>(bool&)
     0.00%  test     [kernel.kallsyms]             [k] notifier_call_chain
     0.00%  test     [kernel.kallsyms]             [k] trigger_load_balance
     0.00%  test     [kernel.kallsyms]             [k] __wake_up_common_lock
     0.00%  test     test                          [.] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
     0.00%  test     [kernel.kallsyms]             [k] internal_get_user_pages_fast
     0.00%  test     [kernel.kallsyms]             [k] tick_program_event
     0.00%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)
     0.00%  test     [kernel.kallsyms]             [k] asm_sysvec_thermal
     0.00%  test     [kernel.kallsyms]             [k] __do_softirq
     0.00%  test     [kernel.kallsyms]             [k] irq_chip_ack_parent
     0.00%  test     [kernel.kallsyms]             [k] set_pte
     0.00%  test     test                          [.] void std::__invoke_impl<void, ThreadPool::EnQueue<PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}&, float*&, float*&, unsigned char*&, int&, int&, int&>(PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}&, float*&, float*&, unsigned char*&, int&, int&, int&)::{lambda()#1}&>(std::__invoke_other, ThreadPool::EnQueue<PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}&, float*&, float*&, unsigned char*&, int&, int&, int&>(PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}&, float*&, float*&, unsigned char*&, int&, int&, int&)::{lambda()#1}&)
     0.00%  test     [kernel.kallsyms]             [k] update_blocked_averages
     0.00%  test     [nvidia]                      [k] _nv025263rm
     0.00%  test     [kernel.kallsyms]             [k] exit_to_user_mode_loop
     0.00%  test     [kernel.kallsyms]             [k] perf_event_alloc
     0.00%  test     [kernel.kallsyms]             [k] x86_reserve_hardware
     0.00%  test     test                          [.] std::shared_ptr<std::packaged_task<void ()> >::shared_ptr(std::shared_ptr<std::packaged_task<void ()> >&&)
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002f9c
     0.00%  test     libc.so.6                     [.] __GI_____strtoull_l_internal
     0.00%  test     test                          [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long)
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002eaa
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002f7b
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002dbf
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002582
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002e57
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002f5f
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d34
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d2c
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000003213
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d48
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d29
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002d55
     0.00%  test     libz.so.1.2.11                [.] 0x00000000000033d8
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002566
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000002dab
     0.00%  test     libz.so.1.2.11                [.] 0x00000000000033d5
     0.00%  test     libz.so.1.2.11                [.] 0x0000000000003195
     0.00%  test     libz.so.1.2.11                [.] 0x00000000000033f6
     0.00%  test     libz.so.1.2.11                [.] 0x00000000000033ca
     0.00%  test     [kernel.kallsyms]             [k] __perf_event_task_sched_in
     0.00%  test     [kernel.kallsyms]             [k] __kmem_cache_free
     0.00%  test     [kernel.kallsyms]             [k] x86_pmu_enable
     0.00%  test     [kernel.kallsyms]             [k] kfree
     0.00%  test     [kernel.kallsyms]             [k] affine_move_task
     0.00%  perf-ex  [kernel.kallsyms]             [k] perf_event_enable_on_exec
     0.00%  test     [kernel.kallsyms]             [k] __bitmap_subset
     0.00%  test     [kernel.kallsyms]             [k] __sched_setaffinity
     0.00%  perf-ex  [kernel.kallsyms]             [k] native_write_msr
     0.00%  test     [kernel.kallsyms]             [k] wake_up_var


# Samples: 38K of event 'instructions'
# Event count (approx.): 59455193556
#
# Overhead  Command  Shared Object                 Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ............................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
    18.30%  test     test                          [.] PThreadWithPool::ComputeGradients(float*, unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#1}::operator()(int, int) const
    12.11%  test     test                          [.] PerformCanny(cv::Mat&, cv::Mat const&, Canny*, std::basic_ofstream<char, std::char_traits<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int)
     8.37%  test     test                          [.] unsigned char& cv::Mat::at<unsigned char>(int, int)
     7.35%  test     test                          [.] PThreadWithPool::PerformEdgeHysteresis(unsigned char*, unsigned char*, int, int)::{lambda()#1}::operator()() const
     5.67%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#1}::operator()(int, int) const
     4.70%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#2}::operator()(int, int) const
     3.66%  test     test                          [.] PThreadWithPool::ReduceNonMaximum(float*, float*, unsigned char*, int, int)::{lambda(float*, float*, unsigned char*, int, int, int)#1}::operator()(float*, float*, unsigned char*, int, int, int) const
     3.30%  test     test                          [.] _mm512_arctan2(float __vector(16), float __vector(16))
     1.80%  test     libjpeg.so.8.2.2              [.] 0x00000000000059dd
     1.60%  test     test                          [.] PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#4}::operator()(int, int) const
     1.09%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d3
     1.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b8
     1.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000059da
     1.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d7
     0.89%  test     libopencv_imgproc.so.4.9.0    [.] cv::resizeGeneric_Invoker<cv::HResizeLinear<unsigned char, int, short, 2048, cv::HResizeLinearVecU8_X4>, cv::VResizeLinear<unsigned char, int, short, cv::FixedPtCast<int, unsigned char, 22>, cv::VResizeLinearVec_32s8u> >::operator()(cv::Range const&) const
     0.86%  test     test                          [.] PThreadWithPool::PerformDoubleThresholding(unsigned char*, float*, int, int, int, int)::{lambda()#1}::operator()() const
     0.75%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7bb
     0.56%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7d8
     0.52%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6a0
     0.46%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b0
     0.44%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e01
     0.43%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7d5
     0.41%  test     libopencv_imgproc.so.4.9.0    [.] cv::hal::opt_AVX2::(anonymous namespace)::CvtColorLoop_Invoker<cv::hal::opt_AVX2::(anonymous namespace)::RGB2Gray<unsigned char> >::operator()(cv::Range const&) const
     0.39%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a0
     0.36%  test     libopencv_imgproc.so.4.9.0    [.] cv::VResizeLinear<unsigned char, int, short, cv::FixedPtCast<int, unsigned char, 22>, cv::VResizeLinearVec_32s8u>::operator()(int const**, unsigned char*, short const*, int) const
     0.35%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6a2
     0.27%  test     test                          [.] std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long)
     0.24%  test     test                          [.] void _mm512_memcpy<float>(float*, float const*, unsigned long)
     0.22%  test     [kernel.kallsyms]             [k] mtree_range_walk
     0.21%  test     [kernel.kallsyms]             [k] release_pages
     0.21%  test     [kernel.kallsyms]             [k] handle_mm_fault
     0.21%  test     [kernel.kallsyms]             [k] lru_gen_add_folio
     0.20%  test     libjpeg.so.8.2.2              [.] 0x00000000000271db
     0.20%  test     [kernel.kallsyms]             [k] __handle_mm_fault
     0.18%  test     libjpeg.so.8.2.2              [.] 0x0000000000027967
     0.17%  test     libjpeg.so.8.2.2              [.] 0x000000000003d561
     0.16%  test     [kernel.kallsyms]             [k] __mod_zone_page_state
     0.16%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7cd
     0.16%  test     [kernel.kallsyms]             [k] __mod_memcg_lruvec_state
     0.16%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7ca
     0.16%  test     [kernel.kallsyms]             [k] zap_pte_range
     0.15%  test     libjpeg.so.8.2.2              [.] 0x0000000000027942
     0.15%  test     [kernel.kallsyms]             [k] __free_one_page
     0.15%  test     libjpeg.so.8.2.2              [.] 0x000000000003d53c
     0.14%  test     libjpeg.so.8.2.2              [.] 0x0000000000027222
     0.14%  test     [kernel.kallsyms]             [k] folio_add_new_anon_rmap
     0.14%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a9
     0.14%  test     libjpeg.so.8.2.2              [.] 0x000000000004becd
     0.14%  test     libjpeg.so.8.2.2              [.] 0x00000000000271cd
     0.14%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7c9
     0.14%  test     [kernel.kallsyms]             [k] __rcu_read_lock
     0.14%  test     [kernel.kallsyms]             [k] free_unref_page_prepare
     0.14%  test     libjpeg.so.8.2.2              [.] 0x000000000003d540
     0.13%  test     libjpeg.so.8.2.2              [.] 0x000000000004be7f
     0.13%  test     libjpeg.so.8.2.2              [.] 0x0000000000027200
     0.13%  test     libjpeg.so.8.2.2              [.] 0x0000000000015561
     0.13%  test     [kernel.kallsyms]             [k] __alloc_pages
     0.12%  test     [kernel.kallsyms]             [k] rmqueue
     0.12%  test     [kernel.kallsyms]             [k] lock_vma_under_rcu
     0.12%  test     libjpeg.so.8.2.2              [.] 0x000000000004c017
     0.12%  test     [kernel.kallsyms]             [k] _raw_spin_lock
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000004beb7
     0.11%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer
     0.11%  test     libjpeg.so.8.2.2              [.] 0x000000000003d571
     0.11%  test     [kernel.kallsyms]             [k] lru_gen_del_folio.constprop.0
     0.11%  test     [kernel.kallsyms]             [k] vma_alloc_folio
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004bf0f
     0.10%  test     [kernel.kallsyms]             [k] page_remove_rmap
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b3
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ad
     0.10%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7ee
     0.10%  test     libjpeg.so.8.2.2              [.] 0x00000000000059d0
     0.10%  test     [kernel.kallsyms]             [k] __mod_node_page_state
     0.09%  test     [kernel.kallsyms]             [k] cgroup_rstat_updated
     0.09%  test     [kernel.kallsyms]             [k] free_unref_page_list
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6a9
     0.09%  test     libjpeg.so.8.2.2              [.] 0x0000000000037320
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c02d
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004be69
     0.09%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d69
     0.09%  test     [kernel.kallsyms]             [k] __rcu_read_unlock
     0.09%  test     [kernel.kallsyms]             [k] percpu_counter_add_batch
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.09%  test     [kernel.kallsyms]             [k] folio_batch_move_lru
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6c1
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7e9
     0.09%  test     libjpeg.so.8.2.2              [.] 0x000000000003d550
     0.08%  test     [kernel.kallsyms]             [k] rmqueue_bulk
     0.08%  test     [kernel.kallsyms]             [k] clear_page_erms
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d79d
     0.08%  test     [kernel.kallsyms]             [k] __pte_offset_map
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ec
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000004c715
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d57d
     0.08%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c8
     0.08%  test     [kernel.kallsyms]             [k] blk_cgroup_congested
     0.08%  test     [kernel.kallsyms]             [k] exit_to_user_mode_prepare
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d59c
     0.08%  test     libjpeg.so.8.2.2              [.] 0x000000000003d544
     0.07%  test     [kernel.kallsyms]             [k] do_anonymous_page
     0.07%  test     [kernel.kallsyms]             [k] charge_memcg
     0.07%  test     [kernel.kallsyms]             [k] get_page_from_freelist
     0.07%  test     [kernel.kallsyms]             [k] up_read
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7a5
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000004be44
     0.07%  test     [kernel.kallsyms]             [k] _raw_spin_trylock
     0.07%  test     [kernel.kallsyms]             [k] __mod_lruvec_state
     0.07%  test     test                          [.] std::vector<int, std::allocator<int> >::push_back(int const&)
     0.07%  test     [kernel.kallsyms]             [k] __count_memcg_events
     0.07%  test     libjpeg.so.8.2.2              [.] 0x0000000000027860
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000002792e
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5fb
     0.07%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5bf
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000271f5
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000002724c
     0.06%  test     libm.so.6                     [.] __atanf
     0.06%  test     [kernel.kallsyms]             [k] lru_add_fn
     0.06%  test     test                          [.] void _mm512_memcpy<unsigned char>(unsigned char*, unsigned char const*, unsigned long)
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d617
     0.06%  test     [kernel.kallsyms]             [k] get_mem_cgroup_from_mm
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000027229
     0.06%  test     [kernel.kallsyms]             [k] __mod_lruvec_page_state
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004be97
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c029
     0.06%  test     libc.so.6                     [.] __memmove_evex_unaligned_erms
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d682
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d5de
     0.06%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d62
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6c2
     0.06%  test     [kernel.kallsyms]             [k] handle_pte_fault
     0.06%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6b7
     0.06%  test     libjpeg.so.8.2.2              [.] 0x00000000000271eb
     0.06%  test     libjpeg.so.8.2.2              [.] 0x000000000004c776
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be87
     0.05%  test     [kernel.kallsyms]             [k] try_charge_memcg
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7db
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c700
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d790
     0.05%  test     [kernel.kallsyms]             [k] uncharge_folio
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d475
     0.05%  test     [kernel.kallsyms]             [k] __next_zones_zonelist
     0.05%  test     [kernel.kallsyms]             [k] do_user_addr_fault
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c01b
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a46
     0.05%  test     [kernel.kallsyms]             [k] mas_walk
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee4
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c70d
     0.05%  test     [kernel.kallsyms]             [k] count_memcg_events.constprop.0
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7c2
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000027260
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be9b
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be6f
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c077
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004c719
     0.05%  test     [kernel.kallsyms]             [k] free_unref_page_commit
     0.05%  test     [kernel.kallsyms]             [k] __folio_alloc
     0.05%  test     libjpeg.so.8.2.2              [.] 0x0000000000006119
     0.05%  test     libjpeg.so.8.2.2              [.] 0x000000000004be75
     0.04%  test     [kernel.kallsyms]             [k] mem_cgroup_css_rstat_flush
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6a5
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bee0
     0.04%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.04%  test     [kernel.kallsyms]             [k] _raw_spin_unlock
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d62f
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d508
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfdf
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002793e
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a67
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c812
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000271a0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7b4
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d671
     0.04%  test     libjpeg.so.8.2.2              [.] 0x00000000000155b0
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b82
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c023
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000000612e
     0.04%  test     [kernel.kallsyms]             [k] asm_exc_page_fault
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e24
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d797
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000002785c
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e2
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e72
     0.04%  test     [kernel.kallsyms]             [k] __mem_cgroup_charge
     0.04%  test     test                          [.] decltype (::new ((void*)(0)) int((declval<int const&>)())) std::construct_at<int, int const&>(int*, int const&)
     0.04%  test     [kernel.kallsyms]             [k] folio_add_lru
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c797
     0.04%  test     [kernel.kallsyms]             [k] vm_normal_page
     0.04%  test     [kernel.kallsyms]             [k] error_entry
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfd5
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000003d524
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c044
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000006135
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000006141
     0.04%  test     libjpeg.so.8.2.2              [.] 0x0000000000027244
     0.04%  test     libjpeg.so.8.2.2              [.] 0x000000000004c449
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d1f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d6af
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d603
     0.03%  test     libjpeg.so.8.2.2              [.] jpeg_fill_bit_buffer@plt
     0.03%  test     libm.so.6                     [.] __sqrtf_finite@GLIBC_2.15
     0.03%  test     [kernel.kallsyms]             [k] __pte_offset_map_lock
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000002795b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007dad
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8ba
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004bec3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d8b3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000273e0
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027962
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6e4
     0.03%  test     [kernel.kallsyms]             [k] __raw_spin_lock_irqsave
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a53
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007515
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7eb
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004be8b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000007d6e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c43d
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048cc1
     0.03%  test     [kernel.kallsyms]             [k] xas_descend
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c4ce
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d799
     0.03%  test     [kernel.kallsyms]             [k] __rmqueue_pcplist
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a3f
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027952
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000002791d
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027922
     0.03%  test     test                          [.] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027853
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c60b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027bf4
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c27a
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7e0
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64b
     0.03%  test     libjpeg.so.8.2.2              [.] jpeg_huff_decode
     0.03%  test     [kernel.kallsyms]             [k] policy_node
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c031
     0.03%  test     [kernel.kallsyms]             [k] crypto_shash_update
     0.03%  test     libjpeg.so.8.2.2              [.] 0x00000000000156e3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e4c
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6fb
     0.03%  test     [kernel.kallsyms]             [k] sync_regs
     0.03%  test     [kernel.kallsyms]             [k] free_pcppages_bulk
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c47e
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d65b
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c451
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c05f
     0.03%  test     [kernel.kallsyms]             [k] down_read_trylock
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000000753c
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7f3
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c7ae
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000004c013
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e3f
     0.03%  test     [kernel.kallsyms]             [k] post_alloc_hook
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027928
     0.03%  test     libjpeg.so.8.2.2              [.] 0x000000000003d4ec
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000028b97
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027950
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027a5e
     0.03%  test     libm.so.6                     [.] __atan2f_finite@GLIBC_2.15
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027937
     0.03%  test     libjpeg.so.8.2.2              [.] 0x0000000000027218
     0.03%  test     [kernel.kallsyms]             [k] consume_stock
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271ab
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000002797f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d64f
     0.02%  test     libjpeg.so.8.2.2              [.] 0x00000000000271c0
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004bebb
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d52d
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000004c737
     0.02%  test     [kernel.kallsyms]             [k] mem_cgroup_from_task
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d527
     0.02%  test     libjpeg.so.8.2.2              [.] 0x000000000003d4fc
     0.02%  test     libjpeg.so.8.2.2              [.] 0x0000000000048e9c
